,tweet_id,timestamp,source,text,name,dog_stage,rating_numerator,rating_denominator,favorite_count,retweet_count,jpg_url,img_num,p1_dogbreed,p1_conf,p1_BOOL,p2_dogbreed,p2_conf,p2_BOOL,p3_dogbreed,p3_conf,p3_BOOL
29,884925521741709313,2017-07-12 00:01:00 +0000,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,None,12.0,10,76830.0,18308.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True
30,884876753390489601,2017-07-11 20:47:12 +0000,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,None,13.0,10,27692.0,5744.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True
31,884562892145688576,2017-07-11 00:00:02 +0000,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,None,13.0,10,24086.0,4835.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True
32,884162670584377345,2017-07-09 21:29:42 +0000,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,doggo,12.0,10,20197.0,2963.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True
33,883838122936631299,2017-07-09 00:00:04 +0000,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,None,12.0,10,21718.0,3422.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True
34,883482846933004288,2017-07-08 00:28:19 +0000,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,None,13.5,10,45547.0,9899.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True
35,883360690899218434,2017-07-07 16:22:55 +0000,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,floofer,13.0,10,22378.0,3652.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True
36,882992080364220416,2017-07-06 15:58:11 +0000,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,None,13.0,10,23754.0,3894.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False
37,882762694511734784,2017-07-06 00:46:41 +0000,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,pupper,12.0,10,28059.0,4889.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True
38,882627270321602560,2017-07-05 15:48:34 +0000,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,None,13.0,10,27673.0,6052.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
39,882268110199369728,2017-07-04 16:01:23 +0000,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,None,13.0,10,44591.0,11517.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True
40,882045870035918850,2017-07-04 01:18:17 +0000,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,None,13.0,10,29091.0,4942.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True
41,881906580714921986,2017-07-03 16:04:48 +0000,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,None,12.0,10,24095.0,3380.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False
42,881666595344535552,2017-07-03 00:11:11 +0000,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,None,13.0,10,50119.0,10595.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True
43,881536004380872706,2017-07-02 15:32:16 +0000,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",a,pupper,14.0,10,49034.0,15864.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False
44,881268444196462592,2017-07-01 21:49:04 +0000,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,None,12.0,10,22890.0,5131.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False
45,880935762899988482,2017-06-30 23:47:07 +0000,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,None,13.0,10,16873.0,2767.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False
46,880465832366813184,2017-06-29 16:39:47 +0000,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,None,12.0,10,28299.0,6250.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True
47,880221127280381952,2017-06-29 00:27:25 +0000,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,None,12.0,10,26823.0,4201.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True
48,879862464715927552,2017-06-28 00:42:13 +0000,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,None,13.0,10,22150.0,3480.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True
49,879492040517615616,2017-06-27 00:10:17 +0000,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,None,12.0,10,23231.0,3168.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False
50,879415818425184262,2017-06-26 19:07:24 +0000,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,None,13.0,10,105028.0,43970.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True
51,879376492567855104,2017-06-26 16:31:08 +0000,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,None,12.0,10,16631.0,3104.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True
53,879050749262655488,2017-06-25 18:56:45 +0000,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Steven,None,11.0,10,22400.0,4699.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False
54,879008229531029506,2017-06-25 16:07:47 +0000,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,None,13.0,10,18825.0,2675.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True
55,878776093423087618,2017-06-25 00:45:22 +0000,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,puppo,13.0,10,19254.0,4113.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True
58,878281511006478336,2017-06-23 16:00:04 +0000,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,None,13.0,10,7687.0,1285.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True
59,878057613040115712,2017-06-23 01:10:23 +0000,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,None,14.0,10,41707.0,6813.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True
60,877736472329191424,2017-06-22 03:54:17 +0000,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,None,13.0,10,79241.0,19037.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True
61,877556246731214848,2017-06-21 15:58:08 +0000,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,None,12.0,10,22558.0,3804.0,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1.0,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False
62,877316821321428993,2017-06-21 00:06:44 +0000,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,None,13.0,10,27152.0,5158.0,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True
63,877201837425926144,2017-06-20 16:29:50 +0000,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,None,12.0,10,26894.0,5569.0,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True
64,876838120628539392,2017-06-19 16:24:33 +0000,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,pupper,12.0,10,20509.0,3343.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1.0,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True
65,876484053909872640,2017-06-18 16:57:37 +0000,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,None,13.0,10,18620.0,2391.0,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True
66,876120275196170240,2017-06-17 16:52:05 +0000,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Venti,None,13.0,10,27698.0,4679.0,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1.0,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True
67,875747767867523072,2017-06-16 16:11:53 +0000,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Goose,None,13.0,10,25014.0,4281.0,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True
68,875144289856114688,2017-06-15 00:13:52 +0000,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Nugget,None,13.0,10,21764.0,4918.0,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1.0,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False
69,874680097055178752,2017-06-13 17:29:20 +0000,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Cash,None,12.0,10,27649.0,4645.0,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True
